chosenVideoID,chosenVideoRating,notChosenVideoID,notChosenVideoRating,emotionName,confidenceRating,chosenVideoAvg,notChosenVideoAvg,chosenVideoVar,notChosenVideoVar,value_difference,summed_variability,summed_value,consistent_choice,subject_id
0452,4.205,1160,3.635,joy,,4.205,3.635,0.34648232278140845,0.9404520189781079,0.5700000000000003,1.2869343417595163,7.84,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0844,3.35,1171,3.06,joy,,3.35,3.06,0.08485281374238578,0.14142135623730964,0.29000000000000004,0.2262741699796954,6.41,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1171,3.06,0864,3.695,joy,,3.06,3.695,0.14142135623730964,0.0919238815542511,0.6349999999999998,0.23334523779156074,6.755,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1012,3.875,1160,3.635,joy,,3.875,3.635,0.12020815280171303,0.9404520189781079,0.2400000000000002,1.060660171779821,7.51,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1683,5.895,2060,4.6899999999999995,joy,,5.895,4.6899999999999995,0.0636396103067898,0.2828427124746186,1.205,0.34648232278140845,10.584999999999999,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1698,3.79,1191,2.5999999999999996,joy,,3.79,2.5999999999999996,0.6788225099390853,0.31112698372208086,1.1900000000000004,0.9899494936611661,6.39,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1698,3.79,1743,2.925,joy,,3.79,2.925,0.6788225099390853,0.3181980515339462,0.8650000000000002,0.9970205614730315,6.715,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0452,4.205,1171,3.06,joy,5.16,4.205,3.06,0.34648232278140845,0.14142135623730964,1.145,0.4879036790187181,7.265000000000001,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1159,4.705,1281,3.82,joy,5.84,4.705,3.82,1.0394469683442251,0.5656854249492379,0.8850000000000002,1.605132393293463,8.525,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1503,5.87,1159,4.705,joy,4.08,5.87,4.705,0.2262741699796954,1.0394469683442251,1.165,1.2657211383239204,10.575,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1206,5.335,2060,4.6899999999999995,joy,,5.335,4.6899999999999995,0.38890872965260165,0.2828427124746186,0.6450000000000005,0.6717514421272203,10.024999999999999,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1159,4.705,1343,4.449999999999999,joy,,4.705,4.449999999999999,1.0394469683442251,0.028284271247461926,0.2550000000000008,1.0677312395916871,9.155,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0864,3.695,1848,3.08,joy,,3.695,3.08,0.0919238815542511,0.12727922061357835,0.6149999999999998,0.21920310216782946,6.775,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1171,3.06,1160,3.635,joy,,3.06,3.635,0.14142135623730964,0.9404520189781079,0.5749999999999997,1.0818733752154175,6.695,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1012,3.875,1743,2.925,joy,6.02,3.875,2.925,0.12020815280171303,0.3181980515339462,0.9500000000000002,0.43840620433565924,6.8,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1159,4.705,1428,3.825,joy,,4.705,3.825,1.0394469683442251,0.4737615433949868,0.8799999999999999,1.513208511739212,8.530000000000001,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1343,3.655,1743,4.859999999999999,joy,,3.655,4.859999999999999,0.8697413408594531,0.08485281374238578,1.2049999999999996,0.9545941546018388,8.514999999999999,0,aM1CxLBZisfaOXevMwqsUy7nQE23
1171,3.605,0982,4.445,joy,,3.605,4.445,0.8414570696119918,0.21920310216782946,0.8400000000000003,1.0606601717798214,8.05,0,aM1CxLBZisfaOXevMwqsUy7nQE23
1850,5.51,0864,4.585,joy,,5.51,4.585,0.7778174593052021,0.021213203435595972,0.9249999999999998,0.799030662740798,10.094999999999999,1,aM1CxLBZisfaOXevMwqsUy7nQE23
1661,6.984999999999999,1191,4.03,joy,,6.984999999999999,4.03,0.0212132034355966,0.24041630560342636,2.954999999999999,0.26162950903902293,11.015,1,aM1CxLBZisfaOXevMwqsUy7nQE23
1503,2.02,0452,2.615,joy,,2.02,2.615,0.042426406871192736,0.8273149339882608,0.5950000000000002,0.8697413408594535,4.635,0,aM1CxLBZisfaOXevMwqsUy7nQE23
1428,3.97,0864,4.585,joy,4.85,3.97,4.585,0.14142135623730964,0.021213203435595972,0.6149999999999998,0.1626345596729056,8.555,0,aM1CxLBZisfaOXevMwqsUy7nQE23
1692,3.095,1932,2.465,joy,,3.095,2.465,2.9627774131716347,0.940452018978108,0.6300000000000003,3.9032294321497427,5.5600000000000005,1,aM1CxLBZisfaOXevMwqsUy7nQE23
0864,4.585,1012,3.63,joy,6.31,4.585,3.63,0.021213203435595972,1.852619766708755,0.9550000000000001,1.873832970144351,8.215,1,aM1CxLBZisfaOXevMwqsUy7nQE23
1848,4.045,0864,4.585,joy,6.69,4.045,4.585,1.2798632739476512,0.021213203435595972,0.54,1.3010764773832473,8.629999999999999,0,aM1CxLBZisfaOXevMwqsUy7nQE23
1850,5.51,1932,2.465,joy,,5.51,2.465,0.7778174593052021,0.940452018978108,3.045,1.7182694782833101,7.975,1,aM1CxLBZisfaOXevMwqsUy7nQE23
1171,3.605,1932,2.465,joy,6.18,3.605,2.465,0.8414570696119918,0.940452018978108,1.1400000000000001,1.7819090885900999,6.07,1,aM1CxLBZisfaOXevMwqsUy7nQE23
0083,4.625,0174,4.885,joy,,4.625,4.885,0.36062445840513907,0.2050609665440988,0.2599999999999998,0.5656854249492379,9.51,0,aM1CxLBZisfaOXevMwqsUy7nQE23
1365,3.87,0452,2.615,joy,6.78,3.87,2.615,1.2586500705120545,0.8273149339882608,1.255,2.0859650045003155,6.485,1,aM1CxLBZisfaOXevMwqsUy7nQE23
